step_size_nm
1.574274380239902200e+02
2.651881023206969701e+01
1.265768066038561379e+01
5.284160003996331056e+01
1.684873678564186861e+01
5.495969783078728454e+01
7.142854040616175837e+01
1.171804401019288804e+02
3.146616459492369700e+01
2.607219092574559127e+01
1.611870135922676894e+01
5.337135196580700125e+01
2.329652287992741222e+01
2.256098146083297706e+01
3.557959947457932515e+01
4.135197557570599969e+01
2.956951000133236107e+01
4.285332655591445672e+01
5.078686847992216968e+01
1.835541506577354554e+01
3.742092961839185961e+01
2.863496101357884882e+01
3.089952316461337745e+01
1.334330759997230231e+01
1.089152976251563132e+02
5.537384575805273101e+01
4.027374593675403958e+01
4.219409692718404870e+01
9.080024833930275463e+01
1.174102631742156717e+02
2.584218273090506557e+01
1.005864391421441795e+01
1.652362044234535432e+01
4.246322269738553956e+01
4.678087421872272955e+01
1.998651585688963550e+01
2.359300778421344091e+01
4.512996823064030849e+01
1.648926029386214154e+01
2.234584028517330268e+01
3.188716648730167336e+01
4.806371885538154487e+01
4.001350795142449357e+01
5.085969501954595984e+01
7.465352596748211056e+01
4.847455316325540053e+01
1.483280600311595698e+01
2.184698012289819857e+01
5.415316369507804239e+01
2.492876212414457271e+01
4.171081175210215264e+01
3.687078899522181530e+01
1.798005490324227296e+01
6.685025061537886870e+01
2.321644342730514055e+01
2.289958900494813321e+01
1.591402352525122765e+01
4.710031790531352414e+01
5.268312499449531572e+01
1.797626723667191229e+01
1.659691737145719515e+01
3.130173551443422042e+01
5.230640312091281174e+01
2.188079812375128199e+02
3.329464770942756502e+01
3.264617489578999709e+01
1.574115221627607184e+02
1.315593120702905416e+01
1.430860334563132419e+01
5.021141627017978237e+01
6.194063165617239264e+01
4.540138228346521743e+01
1.918770223752755655e+01
4.003833461902959101e+01
1.137097198543925813e+01
3.842314792612614127e+01
8.426034440662716340e-01
2.741175947249141487e+00
4.483212142939792244e+01
3.917800553007976561e+01
3.671442964701184586e+00
4.621994027476890921e+01
1.430043141627109726e+01
3.790671356689902893e+01
6.165465499388898252e+01
6.404359005065947485e+01
4.078037067271733918e+01
3.811147962817754831e+01
1.805466430404181466e+01
1.729510809948069294e+01
1.961316790503686747e+01
5.648623382837187279e+01
3.883455185345199823e+01
2.839062141706595455e+01
1.454441099477613619e+01
3.898431797261027754e+01
3.853527043945376818e+01
4.975585904325595266e+01
1.239591358294051915e+01
3.897323802859845898e+01
1.334042961712821906e+01
4.159758398683648295e+01
7.518825814962900722e+01
6.860734293596382827e+01
4.513971702897195293e+00
2.948306661112975391e+01
1.472252013059212139e+01
2.213192468108966438e+01
7.631551277103927333e+00
4.206444057524710445e+01
1.407860920050786824e+01
4.284240445328634905e+01
3.259574204996594915e+01
2.339309741900147799e+01
2.180890907666346124e+01
3.297555816608414858e+01
3.161306770125112209e+01
3.769068792171056259e+01
2.170282108926071984e+01
1.682650914467083112e+02
9.582732733112520052e+00
3.890398839251929530e+01
2.379274146951860303e+01
2.994389242836529519e+01
5.056024090143208127e+01
6.893056063808991496e+01
5.300773614600986150e+01
5.976875961310692276e+01
3.336218705994322420e+01
3.524931335079864425e+01
1.459211170979429362e+01
3.381115324008434442e+01
5.718480145360306466e+01
1.016378268522676507e+02
6.525733445428586776e+01
2.214935811376821206e+01
6.234625362305507679e+00
1.991870988225369388e+01
5.572133199545920945e+01
1.094402421748982306e+02
5.482386645523124713e+01
1.529824736474421698e+01
1.746909440003506120e+01
2.255950215664892156e+01
1.118679544188368311e+02
4.940407388727195581e+01
5.537899521730432895e+01
2.018487016738796669e+01
6.060499584603756773e+01
1.630406557227069442e+01
3.541460912428554053e+01
