step_size_nm
2.076118290447482195e+02
4.470034023075736229e+01
2.759778930763206617e+01
9.445836833668870725e+01
1.080206568021724678e+02
1.253358164682317692e+02
5.526284667039029586e+01
2.949862255167165159e+01
3.340238066533284922e+01
2.259882662232659101e+01
1.265143954099353323e+02
5.118702356910032591e+01
7.311477435450591145e+01
8.334244156558024486e+01
1.714235587034177115e+02
1.258904722830369494e+01
3.647821393625373787e+01
7.734181795965230322e+01
1.023910460206434436e+02
1.718763164121271245e+02
1.105263365084874607e+02
8.976228329332700540e+00
6.664721520678756406e+01
5.118028367050127514e+01
7.085575371760002383e+01
1.413570645703429705e+02
6.986369265778900228e+01
2.881485578672980523e+02
3.160277293600666226e+01
1.283564775495091936e+01
1.450892590327020457e+02
8.896400904978978019e+01
5.069422149887918749e+01
1.213002919809820810e+02
3.247173361234140998e+01
1.631115517668903578e+02
4.013727057230566686e+01
1.914427483483271786e+01
5.472272281159234097e+01
1.494294985210792390e+02
4.045434750380216116e+01
1.441155220808863078e+02
1.710477593281449913e+02
3.166574104342956986e+01
9.337200291032831956e+01
8.724081992229669424e+01
6.537801560074159113e+01
3.821157718166923445e+01
6.431257915784348711e+01
1.827873258836578074e+01
2.041270549136480952e+02
8.473377333929575173e+01
1.172621577209573474e+02
2.119288725163563072e+02
6.472462905785776854e+01
1.178388415607434467e+02
1.197824555069559338e+01
4.083480880570975557e+01
9.123174695170712312e+01
3.741971193835514953e+01
2.111514438043878528e+01
9.234360155889348221e+01
8.576164190876387750e+01
4.426505169588777733e+01
5.118680639604496463e+01
1.300490240130246491e+02
3.896715668080095440e+01
3.879670382224370684e+01
2.823719360479774920e+01
4.193347912355753948e+01
3.227285781106228058e+01
9.496762813207976706e+01
4.595345155776674062e+01
2.622691250442605337e+01
5.511904306152293032e+01
2.412535042677650310e+01
3.809868975215358944e+01
3.758383477377068971e+01
3.376651726154943844e+01
3.094238914076687763e+01
1.138501348325001494e+01
4.756610867547042432e+01
7.258701479341179663e+01
1.808042939669872240e+01
2.921347922680176623e+01
2.173506508099483980e+01
6.096278347806581621e+01
1.585201869482931514e+01
9.638488364621926152e+00
4.518184765490183707e+01
3.465331582892751072e+01
1.165955129685484764e+02
2.481862948012405212e+01
7.564674202034191808e+01
1.627096959876039932e+02
6.169778901115286374e+01
9.355253516484073373e+01
1.657699582518874237e+01
1.198097849330174967e+02
1.105166647688521238e+02
2.406716453012688817e+01
5.411783936010498763e+01
1.554861038305399745e+01
4.544984558017455356e+01
4.740145134465981869e+01
2.178036624036105096e+01
5.232221422268951727e+01
4.506313724006950849e+01
1.084582679445337021e+02
9.408527673210289777e+01
9.494087466081336402e+01
1.056280034862961656e+02
6.880076016552764884e+01
1.273769831905099892e+02
1.404416690500976586e+02
1.718805034391579056e+01
3.113609042033315077e+01
2.300310640854156574e+01
5.713658766331803918e+01
5.786662613950161926e+01
1.625545085339140883e+02
6.943272821722453614e+01
6.311296641550381992e+01
5.362443642165055735e+01
4.671133677426635700e+01
7.873577323689582386e+01
7.839277858664156895e+01
6.140268875702952300e+01
1.567314031780742027e+02
8.656273320947549976e+00
2.103209678993779264e+01
6.543431055450574263e+01
5.139298187207940316e+01
5.061677900534635199e+01
2.505607420054999466e+02
3.561243700856100247e+01
2.462094671304540228e+01
3.611144430199874478e+01
9.361719197843354934e+00
2.698216763366269220e+02
8.942485330064404536e+01
6.707829092583374120e+01
6.280241135737379921e+01
5.734352338487059342e+01
2.827126486217981238e+01
1.254137330304816658e+02
5.725988595986503071e+01
4.084396926802287453e+01
4.457808489099629412e+01
5.934847433313505860e+01
2.007214466880492694e+02
1.391746182439024260e+01
4.079453851047952639e+01
1.942803432770110419e+02
1.443276094860932801e+02
1.582181213409558893e+02
7.316059821831672139e+01
1.237870030117158819e+02
2.902818843530016935e+01
1.563062550835945785e+01
7.638544494458083989e+01
1.400341599944257354e+01
1.020563300928293131e+02
4.401989896737545394e+01
1.326803221016433199e+01
1.530621021968513418e+01
7.141233879197480405e+01
9.634668900237932121e+01
1.493198311935875608e+02
1.118769708488725314e+02
5.429254920522344463e+01
2.814835471333343619e+01
1.210873625020832662e+02
6.682469635701480115e+01
3.068984385693189054e+01
1.084280677407814153e+02
3.843486982130041696e+01
3.941676912234515839e+01
1.403825337572653495e+02
3.940744009279200810e+01
4.946033900568630770e+01
2.246006781569882804e+01
3.089138233414675128e+01
1.537754613875188170e+02
8.351596521455887512e+01
1.103104048083521747e+02
1.149238028645034149e+02
6.172995308573691631e+01
9.402810368180733747e+01
3.564990684000682819e+01
1.414835160372095686e+02
1.570228984277322049e+01
5.594197652922005659e+01
1.030214463380346785e+02
9.435684702525495027e+01
1.301520624227857681e+01
3.525343255090950834e+01
6.327635320871280555e+01
6.274545662404701574e+01
1.555902918041212217e+02
1.058330437920733971e+02
1.048056894574224458e+02
1.192503062124161630e+02
1.140124817554262506e+02
4.821262259058556765e+01
1.019004402360736634e+02
7.723583321541158853e+01
2.641831497639010706e+01
5.831633621897000808e+01
1.088288301605770414e+01
3.142847439974170243e+01
1.339157456352794497e+02
5.223924186722865670e+01
8.998656786317742728e+01
8.639789853053034108e+01
6.490029603060612828e+01
8.739285972254197077e+01
1.090907171514894145e+02
7.030827475317190078e+01
1.007244290844415957e+02
6.896090660379520898e+01
4.078643854540819014e+00
7.965070579685728092e+01
4.899766440154775893e+01
1.390530591313439004e+02
3.006913061212024019e+01
5.532351697962044312e+01
3.626360662158563031e+01
2.848652456231450856e+02
1.165265992623257745e+02
7.977062908298496779e+01
3.423102414566283613e+01
6.242591767197817632e+01
1.677369962026635619e+01
1.181983957609440949e+01
2.062452287040136056e+01
5.676802033600940689e+01
7.654698072650325003e+01
1.312467119744391653e+02
2.983070900988187546e+01
3.835303622655667510e+01
8.838228598142656267e+01
4.270748725789195532e+01
9.084658501394604002e+01
5.724428995221764893e+01
2.457960477935933596e+01
4.602353442116234206e+00
2.037746197420572685e+02
6.759018372026449128e+01
3.636721988098618112e+02
3.343128522011298287e+01
1.739837723009813431e+01
9.237160048271940482e+00
6.539225603411549059e+01
3.878553660183683860e+01
2.830862718327142602e+01
8.445332557033900400e+01
3.564148856901851303e+01
1.206165076137320824e+01
2.261706207470789138e+02
6.560679158570530944e+01
5.424272708553766620e+01
1.363042766444225151e+01
8.729431861315180186e+01
1.768949618388856493e+01
4.595595513254767894e+01
2.740295208779594205e+01
9.729970744485559919e+01
4.645861506290621179e+01
1.886941082310176654e+01
3.077214534241212363e+01
6.455078996208608544e+01
3.247320631965176574e+01
2.374992223807385372e+01
1.916641718118348692e+01
2.631460493586420313e+01
8.049578044005340871e+01
1.216752809769487982e+02
1.670229608201616855e+01
5.868484686261165706e+01
3.531164617456168742e+01
4.599827122231401688e+01
6.026851665341386166e+01
7.985028167343125460e+01
7.644597928487830529e+01
3.794286708547068088e+01
1.909962714170443121e+02
7.111950401362391005e+01
1.908635560451882043e+02
6.396701719488218174e+01
1.004637438578962900e+02
6.329480304084506059e+01
5.708771954234984491e+01
5.318809685429960865e+01
1.269227487987016332e+02
1.547052034489950927e+02
1.505603409756973754e+01
1.723466351508457421e+02
7.366261442760496436e+01
3.239423901443634435e+01
1.102835985935497973e+02
5.532348784297938948e+01
2.136557268145629962e+01
6.266794681299906244e+01
9.292653343621347517e+01
5.901212076823293273e+01
1.046770866210807895e+02
3.906204211113936253e+01
5.242163395944287885e+01
9.671983811326890645e+01
8.487833133571866995e+01
3.121943316291043757e+01
4.744201117052003980e+01
6.402426705715858191e+01
9.217397318643708104e+01
8.314395045251681893e+01
4.087678422975570669e+01
3.543501194213433081e+01
4.097924812904896186e+01
1.339611086315247803e+02
7.982377859485248450e+01
5.971224544362146958e+01
4.754650165805935913e+00
4.668514767401021004e+01
1.101882755094660382e+02
2.053376357201779356e+01
1.229779302027675385e+02
3.257238346441504717e+01
5.839096609243235747e+01
1.868489773321767586e+02
7.333162145140148525e+00
4.241290364816563141e+01
9.058070359054143239e+01
4.038462549568036764e+01
1.585566000491057252e+02
6.284122639610963290e+01
2.994283119361034906e+01
6.438039841944390673e+01
5.232261799223906706e+01
1.046453230466450890e+01
1.055264065773551891e+02
3.096482024941111177e+01
4.931550678501530882e+01
1.111702829612989092e+02
